Country Name,Country Code,Indicator Name,Indicator Code,Year,Value,Region,Income Group
Lithuania,LTU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,152.012023368388,Europe & Central Asia,High income
Lithuania,LTU,"Population, total",SP.POP.TOTL,2007,3231294.0,Europe & Central Asia,High income
Luxembourg,LUX,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,26.7932621233889,Europe & Central Asia,High income
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,107475.32029797773,Europe & Central Asia,High income
Luxembourg,LUX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,78.92,Europe & Central Asia,High income
Luxembourg,LUX,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,142.5239969184,Europe & Central Asia,High income
Luxembourg,LUX,"Population, total",SP.POP.TOTL,2007,479993.0,Europe & Central Asia,High income
"Macao SAR, China",MAC,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,21.1570532765306,East Asia & Pacific,High income
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,35400.23346594085,East Asia & Pacific,High income
"Macao SAR, China",MAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,47.32699966,East Asia & Pacific,High income
"Macao SAR, China",MAC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,152.089033555119,East Asia & Pacific,High income
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,2007,520900.0,East Asia & Pacific,High income
Madagascar,MDG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.0115854535722299,Sub-Saharan Africa,Low income
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,419.548001431865,Sub-Saharan Africa,Low income
Madagascar,MDG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,0.649999976,Sub-Saharan Africa,Low income
Madagascar,MDG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,10.9142059758793,Sub-Saharan Africa,Low income
Madagascar,MDG,"Population, total",SP.POP.TOTL,2007,20318583.0,Sub-Saharan Africa,Low income
Malawi,MWI,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.0068796140462862,Sub-Saharan Africa,Low income
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,475.1802616593313,Sub-Saharan Africa,Low income
Malawi,MWI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,0.965864736553132,Sub-Saharan Africa,Low income
Malawi,MWI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,7.74031710895931,Sub-Saharan Africa,Low income
Malawi,MWI,"Population, total",SP.POP.TOTL,2007,13576343.0,Sub-Saharan Africa,Low income
Malaysia,MYS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,3.83430285414437,East Asia & Pacific,Upper middle income
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,7168.930319425083,East Asia & Pacific,Upper middle income
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,55.7,East Asia & Pacific,Upper middle income
Malaysia,MYS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,86.4755300769983,East Asia & Pacific,Upper middle income
Malaysia,MYS,"Population, total",SP.POP.TOTL,2007,26998389.0,East Asia & Pacific,Upper middle income
Maldives,MDV,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,3.20667901466659,South Asia,Upper middle income
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,5758.102869330527,South Asia,Upper middle income
Maldives,MDV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,16.3,South Asia,Upper middle income
Maldives,MDV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,96.6284412858767,South Asia,Upper middle income
Maldives,MDV,"Population, total",SP.POP.TOTL,2007,324479.0,South Asia,Upper middle income
Mali,MLI,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.022133419561447,Sub-Saharan Africa,Low income
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,670.8533949780686,Sub-Saharan Africa,Low income
Mali,MLI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,0.81,Sub-Saharan Africa,Low income
Mali,MLI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,17.5053976147782,Sub-Saharan Africa,Low income
Mali,MLI,"Population, total",SP.POP.TOTL,2007,14457775.0,Sub-Saharan Africa,Low income
Malta,MLT,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,20.1300584615901,Middle East & North Africa,High income
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,19444.174363556453,Middle East & North Africa,High income
Malta,MLT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,46.9,Middle East & North Africa,High income
Malta,MLT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,88.3347675079159,Middle East & North Africa,High income
Malta,MLT,"Population, total",SP.POP.TOTL,2007,406724.0,Middle East & North Africa,High income
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,2892.2840395887383,East Asia & Pacific,Upper middle income
Marshall Islands,MHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,3.950000048,East Asia & Pacific,Upper middle income
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,2007,52035.0,East Asia & Pacific,Upper middle income
Mauritania,MRT,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.129321813777235,Sub-Saharan Africa,Lower middle income
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,1405.1501620336849,Sub-Saharan Africa,Lower middle income
Mauritania,MRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,1.433599949,Sub-Saharan Africa,Lower middle income
Mauritania,MRT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,45.7141942652888,Sub-Saharan Africa,Lower middle income
Mauritania,MRT,"Population, total",SP.POP.TOTL,2007,3093059.0,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,2.76734949799845,Sub-Saharan Africa,Upper middle income
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,6677.375386163975,Sub-Saharan Africa,Upper middle income
Mauritius,MUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,20.22,Sub-Saharan Africa,Upper middle income
Mauritius,MUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,73.1476040513014,Sub-Saharan Africa,Upper middle income
Mauritius,MUS,"Population, total",SP.POP.TOTL,2007,1239630.0,Sub-Saharan Africa,Upper middle income
Mexico,MEX,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,4.14106964177955,Latin America & Caribbean,Upper middle income
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,10134.332712970609,Latin America & Caribbean,Upper middle income
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,20.81,Latin America & Caribbean,Upper middle income
Mexico,MEX,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,61.1903963397257,Latin America & Caribbean,Upper middle income
Mexico,MEX,"Population, total",SP.POP.TOTL,2007,108774360.0,Latin America & Caribbean,Upper middle income
"Micronesia, Fed. Sts.",FSM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.105569712413542,East Asia & Pacific,Upper middle income
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,2302.51183108846,East Asia & Pacific,Upper middle income
"Micronesia, Fed. Sts.",FSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,13.62110043,East Asia & Pacific,Upper middle income
"Micronesia, Fed. Sts.",FSM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,24.9690571532581,East Asia & Pacific,Upper middle income
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,2007,109880.0,East Asia & Pacific,Upper middle income
Moldova,MDA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,1.37108726290415,Europe & Central Asia,Upper middle income
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,1531.2161859074763,Europe & Central Asia,Upper middle income
Moldova,MDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,20.45,Europe & Central Asia,Upper middle income
Moldova,MDA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,48.8869490439311,Europe & Central Asia,Upper middle income
Moldova,MDA,"Population, total",SP.POP.TOTL,2007,2874299.0,Europe & Central Asia,Upper middle income
Monaco,MCO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,38.6342934321701,Europe & Central Asia,High income
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,184558.4554239832,Europe & Central Asia,High income
Monaco,MCO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,64.37770081,Europe & Central Asia,High income
Monaco,MCO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,64.0763891070139,Europe & Central Asia,High income
Monaco,MCO,"Population, total",SP.POP.TOTL,2007,31837.0,Europe & Central Asia,High income
Mongolia,MNG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.283554418866818,East Asia & Pacific,Upper middle income
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,1627.6878774335903,East Asia & Pacific,Upper middle income
Mongolia,MNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,9.0,East Asia & Pacific,Upper middle income
Mongolia,MNG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,45.8051776001595,East Asia & Pacific,Upper middle income
Mongolia,MNG,"Population, total",SP.POP.TOTL,2007,2601850.0,East Asia & Pacific,Upper middle income
Montenegro,MNE,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,2.81853361099752,Europe & Central Asia,Upper middle income
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,5979.438131809807,Europe & Central Asia,Upper middle income
Montenegro,MNE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,30.79999924,Europe & Central Asia,Upper middle income
Montenegro,MNE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,142.095017359275,Europe & Central Asia,Upper middle income
Montenegro,MNE,"Population, total",SP.POP.TOTL,2007,615875.0,Europe & Central Asia,Upper middle income
Morocco,MAR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,1.53066387639665,Middle East & North Africa,Lower middle income
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,2755.5859375,Middle East & North Africa,Lower middle income
Morocco,MAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,21.5,Middle East & North Africa,Lower middle income
Morocco,MAR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,64.2243296034678,Middle East & North Africa,Lower middle income
Morocco,MAR,"Population, total",SP.POP.TOTL,2007,31186468.0,Middle East & North Africa,Lower middle income
Mozambique,MOZ,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.0299093816668691,Sub-Saharan Africa,Low income
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,507.8749239143042,Sub-Saharan Africa,Low income
Mozambique,MOZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,0.91,Sub-Saharan Africa,Low income
Mozambique,MOZ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,14.4674737235959,Sub-Saharan Africa,Low income
Mozambique,MOZ,"Population, total",SP.POP.TOTL,2007,21287635.0,Sub-Saharan Africa,Low income
Myanmar,MMR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.0134358321508409,East Asia & Pacific,Lower middle income
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,419.3757807250424,East Asia & Pacific,Lower middle income
Myanmar,MMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,0.217128445069958,East Asia & Pacific,Lower middle income
Myanmar,MMR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,0.514578241519701,East Asia & Pacific,Lower middle income
Myanmar,MMR,"Population, total",SP.POP.TOTL,2007,48125043.0,East Asia & Pacific,Lower middle income
Namibia,NAM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.0126820568710988,Sub-Saharan Africa,Lower middle income
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,4379.043136827322,Sub-Saharan Africa,Lower middle income
Namibia,NAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,4.83561077833704,Sub-Saharan Africa,Lower middle income
Namibia,NAM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,39.6448033290399,Sub-Saharan Africa,Lower middle income
Namibia,NAM,"Population, total",SP.POP.TOTL,2007,2018600.0,Sub-Saharan Africa,Lower middle income
Naoero,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,2272.1529130704457,East Asia & Pacific,High income
Naoero,NRU,"Population, total",SP.POP.TOTL,2007,10020.0,East Asia & Pacific,High income
Nepal,NPL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.0409018917526227,South Asia,Lower middle income
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,385.44976766064207,South Asia,Lower middle income
Nepal,NPL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,1.41,South Asia,Lower middle income
Nepal,NPL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,12.2026092398184,South Asia,Lower middle income
Nepal,NPL,"Population, total",SP.POP.TOTL,2007,26788492.0,South Asia,Lower middle income
Netherlands,NLD,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,33.3124497886048,Europe & Central Asia,High income
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,52100.79962859473,Europe & Central Asia,High income
Netherlands,NLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,85.82,Europe & Central Asia,High income
Netherlands,NLD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,116.657089917059,Europe & Central Asia,High income
Netherlands,NLD,"Population, total",SP.POP.TOTL,2007,16381696.0,Europe & Central Asia,High income
New Caledonia,NCL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,8.10250274204806,East Asia & Pacific,High income
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,35177.65352614477,East Asia & Pacific,High income
New Caledonia,NCL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,35.05,East Asia & Pacific,High income
New Caledonia,NCL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,70.3360255259747,East Asia & Pacific,High income
New Caledonia,NCL,"Population, total",SP.POP.TOTL,2007,250725.0,East Asia & Pacific,High income
New Zealand,NZL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,20.1981120772407,East Asia & Pacific,High income
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,32479.981738146667,East Asia & Pacific,High income
New Zealand,NZL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,69.76000214,East Asia & Pacific,High income
New Zealand,NZL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,100.66159697258,East Asia & Pacific,High income
New Zealand,NZL,"Population, total",SP.POP.TOTL,2007,4223800.0,East Asia & Pacific,High income
Nicaragua,NIC,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.501160308903936,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,1350.3814575337665,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,3.900000095,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,45.5188355326479,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,"Population, total",SP.POP.TOTL,2007,5497243.0,Latin America & Caribbean,Lower middle income
Niger,NER,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.0032559625658876,Sub-Saharan Africa,Low income
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,387.1680658833007,Sub-Saharan Africa,Low income
Niger,NER,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,0.390399992,Sub-Saharan Africa,Low income
Niger,NER,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,6.07959815207237,Sub-Saharan Africa,Low income
Niger,NER,"Population, total",SP.POP.TOTL,2007,14803610.0,Sub-Saharan Africa,Low income
Nigeria,NGA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.0349676764955042,Sub-Saharan Africa,Lower middle income
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,1815.5269754582685,Sub-Saharan Africa,Lower middle income
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,6.769999981,Sub-Saharan Africa,Lower middle income
Nigeria,NGA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,26.3563208061766,Sub-Saharan Africa,Lower middle income
Nigeria,NGA,"Population, total",SP.POP.TOTL,2007,153267261.0,Sub-Saharan Africa,Lower middle income
North Macedonia,MKD,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,4.82749047537623,Europe & Central Asia,Upper middle income
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,4204.113287604519,Europe & Central Asia,Upper middle income
North Macedonia,MKD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,36.29999924,Europe & Central Asia,Upper middle income
North Macedonia,MKD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,86.1891034077308,Europe & Central Asia,Upper middle income
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2007,1982933.0,Europe & Central Asia,Upper middle income
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,15914.219304049811,East Asia & Pacific,High income
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,2007,58941.0,East Asia & Pacific,High income
Norway,NOR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,30.9463135563526,Europe & Central Asia,High income
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,86600.23876078767,Europe & Central Asia,High income
Norway,NOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,86.93,Europe & Central Asia,High income
Norway,NOR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,106.978961607642,Europe & Central Asia,High income
Norway,NOR,"Population, total",SP.POP.TOTL,2007,4709153.0,Europe & Central Asia,High income
Oman,OMN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.759345134914823,Middle East & North Africa,High income
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,18792.653772481983,Middle East & North Africa,High income
Oman,OMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,16.68,Middle East & North Africa,High income
Oman,OMN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,94.0854853192772,Middle East & North Africa,High income
Oman,OMN,"Population, total",SP.POP.TOTL,2007,2570174.0,Middle East & North Africa,High income
Pakistan,PAK,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.0244740686448274,Middle East & North Africa,Lower middle income
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,998.090114197524,Middle East & North Africa,Lower middle income
Pakistan,PAK,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,6.800000191,Middle East & North Africa,Lower middle income
Pakistan,PAK,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,34.0699285601432,Middle East & North Africa,Lower middle income
Pakistan,PAK,"Population, total",SP.POP.TOTL,2007,184493231.0,Middle East & North Africa,Lower middle income
Palau,PLW,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.523261838151487,East Asia & Pacific,High income
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,10155.047080613407,East Asia & Pacific,High income
Palau,PLW,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,55.3880426898767,East Asia & Pacific,High income
Palau,PLW,"Population, total",SP.POP.TOTL,2007,19302.0,East Asia & Pacific,High income
Panama,PAN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,4.37188180911072,Latin America & Caribbean,High income
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,6317.817302741244,Latin America & Caribbean,High income
Panama,PAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,22.29,Latin America & Caribbean,High income
Panama,PAN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,87.5823638759676,Latin America & Caribbean,High income
Panama,PAN,"Population, total",SP.POP.TOTL,2007,3437490.0,Latin America & Caribbean,High income
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,1370.7534158289998,East Asia & Pacific,Lower middle income
Papua New Guinea,PNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,1.790599942,East Asia & Pacific,Lower middle income
Papua New Guinea,PNG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,4.3082742561226,East Asia & Pacific,Lower middle income
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,2007,6963345.0,East Asia & Pacific,Lower middle income
Paraguay,PRY,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.154693342034534,Latin America & Caribbean,Upper middle income
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,3211.9362165954644,Latin America & Caribbean,Upper middle income
Paraguay,PRY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,11.21,Latin America & Caribbean,Upper middle income
Paraguay,PRY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,84.4402781170439,Latin America & Caribbean,Upper middle income
Paraguay,PRY,"Population, total",SP.POP.TOTL,2007,5559386.0,Latin America & Caribbean,Upper middle income
Peru,PER,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,1.99861209148784,Latin America & Caribbean,Upper middle income
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,3581.089308191696,Latin America & Caribbean,Upper middle income
Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,25.20000076,Latin America & Caribbean,Upper middle income
Peru,PER,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,54.0373967003052,Latin America & Caribbean,Upper middle income
Peru,PER,"Population, total",SP.POP.TOTL,2007,28530699.0,Latin America & Caribbean,Upper middle income
Philippines,PHL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.544770790690909,East Asia & Pacific,Upper middle income
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,1712.6554328279278,East Asia & Pacific,Upper middle income
Philippines,PHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,5.97,East Asia & Pacific,Upper middle income
Philippines,PHL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,62.9642592871402,East Asia & Pacific,Upper middle income
Philippines,PHL,"Population, total",SP.POP.TOTL,2007,91075184.0,East Asia & Pacific,Upper middle income
Poland,POL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,10.9783187303476,Europe & Central Asia,High income
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,11272.529368338306,Europe & Central Asia,High income
Poland,POL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,48.6,Europe & Central Asia,High income
Poland,POL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,108.859325887002,Europe & Central Asia,High income
Poland,POL,"Population, total",SP.POP.TOTL,2007,38120560.0,Europe & Central Asia,High income
Portugal,PRT,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,14.4787649363671,Europe & Central Asia,High income
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,22811.05648443652,Europe & Central Asia,High income
Portugal,PRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,42.09,Europe & Central Asia,High income
Portugal,PRT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,127.786457061722,Europe & Central Asia,High income
Portugal,PRT,"Population, total",SP.POP.TOTL,2007,10542964.0,Europe & Central Asia,High income
Puerto Rico (US),PRI,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,4.84171510206511,Latin America & Caribbean,High income
Puerto Rico (US),PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,23664.88234850958,Latin America & Caribbean,High income
Puerto Rico (US),PRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,27.86,Latin America & Caribbean,High income
Puerto Rico (US),PRI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,64.6148057127551,Latin America & Caribbean,High income
Puerto Rico (US),PRI,"Population, total",SP.POP.TOTL,2007,3782995.0,Latin America & Caribbean,High income
Qatar,QAT,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,7.25412565830572,Middle East & North Africa,High income
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,65954.11464288135,Middle East & North Africa,High income
Qatar,QAT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,37.0,Middle East & North Africa,High income
Qatar,QAT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,104.601293237189,Middle East & North Africa,High income
Qatar,QAT,"Population, total",SP.POP.TOTL,2007,1208595.0,Middle East & North Africa,High income
Romania,ROU,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,9.3537758838748,Europe & Central Asia,High income
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,8360.337759165957,Europe & Central Asia,High income
Romania,ROU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,28.3,Europe & Central Asia,High income
Romania,ROU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,97.7446101992859,Europe & Central Asia,High income
Romania,ROU,"Population, total",SP.POP.TOTL,2007,20882982.0,Europe & Central Asia,High income
Russian Federation,RUS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,3.40609484108427,Europe & Central Asia,High income
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,9101.2392578125,Europe & Central Asia,High income
